UniqueCount	AmbigCount
0	462
1	2
2	1009
26	0
0	917
0	530
0	13
0	3746
0	896
0	743
167	494
0	368
369	789
0	394
1	258
18	139
0	133
1	409
0	52
7	187
719	6248
69	490
11	34
0	77
2474	44
0	41
7	560
50	540
1	0
2	1743
348	1
5	0
1	0
1	900
3	1053
1	1082
1	1076
0	906
0	836
1	59
220	7
0	1038
69	699
1	168
5	772
0	186
0	285
46	74
298	1054
65	250
11	883
0	510
0	258
63	0
12	1748
0	1036
9	714
138	584
0	79
0	93
8	297
0	143
24	183
1	55
0	146
50	30
2	37
2	10
0	48
265	168
0	32
1	34
2	8442
44	477
145	356
3	10
0	213
3	888
131	969
203	386
39	620
11	764
5	1244
142	1029
16	6
114	429
8	200
1	18
0	323
24	508
1	147
162	38
781	31
0	16
0	7
84	2
1	0
390	8
1	0
2	39
4	3901
4	1557
45	41
0	0
28	0
0	3371
0	2683
0	4202
0	1485
85	4630
2	357
1	322
76	4107
26	4323
122	510
29	5009
26	3455
23	4344
0	1783
75	74
70	107
60	1498
0	15
1	15
4	140
96	0
1	0
22	759
0	2278
22	1663
50	2169
10	1491
2	3351
18	1014
1	317
1	1806
4	1733
0	20
6	51
0	3
1	135
1	1
53	150
493	4031
0	2132
3	6407
2025	904
5	4811
81	401
0	4989
17	1612
0	2504
461	1079
0	1263
0	1739
2	328
14	2972
0	2420
106	727
0	1041
1	2459
213	2047
248	1972
0	2040
0	164
0	1778
0	1735
2	8
519	430
0	430
117	26
39	7
5	5
0	2
2	0
85	0
1	0
1	0
1	0
2	22
0	6
1	16
1	1098
1	338
210	9822
214	7391
1	9548
0	7773
3	8687
0	8522
0	8223
28	6846
2	8180
0	8017
29	5273
3	3
0	2448
0	263
401	1058
301	2981
398	1825
219	3030
1	0
0	413
16	0
0	118
26	154
0	25
0	45
20	0
75	1250
177	1337
0	1098
87	99
95	315
14	2349
0	864
284	2349
9	0
46	865
7	738
137	829
140	694
211	1471
250	1311
0	995
3	0
1	0
0	6428
2	6822
0	6560
0	6954
11	205
8	243
21	89
61	0
941	407
984	1921
19	21
250	697
0	697
0	695
45	0
7	283
3	350
175	0
123	0
0	2253
100	2024
0	2753
0	2264
2	1371
126	2379
0	2344
75	525
1	1931
5	1105
159	1130
0	1165
10	528
54	254
4	198
0	144
1	18
8	43
39	5
1	0
3786	0
1	0
44	0
20	0
1	0
5	4
0	4
0	902
3	902
447	807
285	400
18	1
245	15
1	42
3	621
351	572
24	380
386	590
386	591
1	69
0	1695
5	1686
14	1367
0	1680
0	692
16	528
0	1297
1	379
0	219
34	0
22	15
53	6
2	13
0	1
1	1
1	0
48	2406
0	2371
29	2401
190	1846
35	1825
12	1443
1	1433
1	151
0	1209
143	987
18	90
61	323
0	294
0	198
0	267
1	0
0	164
2	58
114	113
1	0
41	0
1	0
42	1926
0	1361
32	1619
0	1665
1	13
2	1661
30	0
91	367
1503	7365
12	6358
1	2794
0	4537
458	10
7	309
110	744
23	0
5598	2745
0	1355
125	876
1	284
3	0
75	0
0	22
0	4
4	16
0	8
52	26
0	5004
6	6268
0	5822
0	4020
87	3652
0	6303
3	2091
0	4773
42	4025
139	3322
1329	6515
277	4340
0	6242
0	3991
1	3629
2	4685
0	4803
0	1537
2	1153
24	777
57	3916
0	1101
0	996
0	680
1	636
9	328
1	3213
1	167
29	177
0	2789
5	447
0	550
39	1820
30	1722
24	1679
118	267
7	98
0	910
8	5787
22	5392
625	4925
2	2236
10	1167
138	978
19	781
9	438
1	462
1	31
1	209
58	229
0	61
122	0
14	190
325	358
272	174
137	0
2	1114
110	1231
9	693
0	198
0	127
158	207
690	151
1	46
0	1
0	2805
0	5038
0	6198
2	4193
8	5970
23	1391
0	1071
6	1347
110	95
1	0
32	1961
62	270
0	268
15	294
11	21
1192	1682
1	0
0	3033
56	2755
0	2187
38	1814
1	3139
0	2284
414	2267
0	2373
0	1982
0	1626
27	1324
118	1074
0	288
13	440
0	49
0	488
9	2
100	202
311	0
6	25
1	1582
21	1363
26	1367
0	1584
4	57
10	50
0	1402
24	1413
16	649
158	458
15	217
11	326
349	1
3	153
335	10
0	1
3	0
6	23
0	30
0	98
0	90
16	22
168	64
5	0
3	296
1	0
408	339
1	264
109	156
121	893
233	1050
1	6
2855	207
111	43
18	155
134	1444
122	1212
1	23
23	788
268	537
50	1
0	1
233	10843
0	10471
0	11016
0	11016
8	3
2	876
62	557
74	47
0	47
14	0
96	735
966	445
336	290
9995	59
153	1624
5771	1624
547	0
2	0
1	0
17	2
70	4740
0	5038
0	4412
0	4815
2	5126
0	3664
0	4424
1	2
0	165
0	5164
887	2305
0	5268
1	262
5	32
30	1641
0	4919
200	3676
1	792
4	4362
0	3913
312	118
206	131
21	3175
0	165
30	14
82	205
263	747
0	1380
0	1424
11	590
0	120
3	121
0	798
1085	177
1	475
135	759
18	508
29	341
0	324
6	296
3	43
1	33
475	8532
1	7619
184	6515
0	7437
0	7129
0	6340
43	6348
10	6348
0	1107
54	4
1	838
0	1126
0	1278
1	94
749	1007
86	5
31	30
0	659
86	5828
0	5291
3	1427
31	4410
0	4919
0	3724
0	4343
0	5164
0	5091
0	4567
196	314
17	699
34	796
0	236
10	896
0	104
31	305
10	318
2	457
2	291
1	3
5	0
489	0
2	5328
77	0
50	741
3	0
484	1431
0	1102
0	1119
544	2553
0	255
0	1561
0	802
0	5604
52	5528
3	4910
0	2933
1	0
252	1664
1	669
3	401
29	1232
87	204
35	310
0	925
152	906
0	536
3	534
198	240
34	0
0	1037
2	915
8	1123
4301	547
1	760
118	277
0	252
2	26
0	67
39	89
310	0
249	1069
195	1075
1054	767
4	85
4	494
0	366
1	0
166	205
0	165
1	0
0	215
0	477
23	44
0	40
312	222
28	333
10	326
29	156
61	44
5	2
3236	1168
9	1168
170	3300
0	5715
395	3526
113	4573
251	6148
1	4203
0	1014
162	4183
12	3486
0	3671
221	0
15	5299
4	1973
0	700
4	3360
14	2685
0	3049
1	773
2	2602
114	2
92	2
0	1986
10	613
841	340
0	1
1	1
1	0
4	1632
73	188
0	1076
1	709
34	954
0	797
10	936
2	845
49	460
35	991
316	928
498	567
99	264
17	462
7	19
0	760
1	156
5	171
1	633
1	2
3	0
627	0
83	0
19	2976
970	3499
8	4482
51	4387
0	2374
11830	6848
4	987
0	2267
644	4520
2517	4594
1	2018
1	1587
0	7442
124	452
71	0
7	0
645	25
28	0
129	4
243	21
29	301
0	304
13	681
382	774
26	592
2	20
324	447
372	401
73	113
0	222
51	345
105	295
59	48
294	0
1696	1
0	1
1	0
0	1776
0	66
1	2033
16	250
94	1
117	873
4	211
1	358
3	136
62	2489
0	1704
12	2066
0	1916
463	1246
0	446
35	85
66	110
255	117
1357	7
8	4473
12	3560
0	3721
581	5280
0	2994
3	3279
27	1739
31	0
1	0
0	172
2	132
0	106
0	171
2	33
0	7
840	12
1	0
0	14
0	52
286	163
11	0
16	143
8	0
46	77
0	77
1	44
41	43
3	78
1	1
0	2
61	40
0	983
15	1334
15	1355
93	1334
0	1165
0	1850
1	1501
0	507
0	927
1	995
1113	3115
0	2578
0	596
2	274
314	0
3	70
26	1
1	0
0	2505
0	1963
133	8355
1	7797
0	9164
0	7825
0	2887
0	8446
121	3170
0	1520
32	1076
104	1528
0	7631
1525	863
1	6546
2	925
189	2941
0	1438
10	1931
98	123
1	123
312	326
6	205
23	0
1	0
11	1234
0	1234
21	0
2357	0
1	0
1	0
705	0
1	4
0	4
989	0
92	9519
0	1788
0	165
44	6571
455	8891
10	403
794	10688
38	7
0	348
16	150
