UniqueCount	AmbigCount
7144	867
4114	1237
4052	1188
139	0
173	2
31	10
0	8
1054	577
6	577
62	0
1043	4560
0	4560
10	896
0	896
20	5269
3	130
1	0
4	83
0	46
930	5265
0	178
67	680
3	25
1	72
2475	53
6	51
72	280
289	190
854	0
678	207
22	0
23	0
46	376
29	1188
441	3024
157	3580
207	2779
25	1679
0	910
1	704
397	16
47	59
15	177
7	65
0	180
130	84
40	82
1	98
7	144
6	116
809	49
0	21
0	99
251	0
50	268
3	191
11	342
14	358
5	103
55	134
18	6
345	476
1	143
50	96
0	328
7	0
439	52
24	2
1218	0
8	55
0	3
93	0
155	208
7	719
43	969
24	200
0	170
423	4469
81	4515
1321	2246
783	3557
167	4032
36	2556
42	180
12	0
2	0
0	39
44	1
1	100
232	2646
11	616
40	0
501	0
146	1
0	1
8	0
15	0
689	0
7	0
1	3
21	118
5816	1020
24	4
48	0
1	0
0	3170
13	2160
0	2828
2	2330
3	1623
20	570
10	423
0	2128
48	2212
702	2698
3	1590
59	2492
4	2787
52	2389
16	80
1	161
226	1531
0	257
219	257
107	1138
1	0
11	0
38	591
0	2411
1	2250
13	1805
0	1534
0	778
7	1333
1365	2490
0	2365
8	2316
0	114
654	137
0	7
7	130
1	0
4	110
305	4594
13	2887
58	7832
765	560
0	4893
157	599
0	5180
0	1310
1	2323
163	595
4	951
35	1001
40	517
4	2880
94	3223
132	485
0	876
204	2971
42	1127
0	2015
4	1119
0	123
19	2433
0	1047
89	37
444	1662
966	1662
5	0
252	358
101	30
494	323
124	4
968	1
1	0
932	10
4	10
328	150
1	88
19	62
9	702
161	501
1	3102
108	2464
35	3194
0	2691
3	2914
26	2904
0	2991
0	2362
1	2788
10	2334
0	1549
214	1
0	718
2462	166
53	340
0	1285
0	277
197	1167
3	0
101	1168
800	2
462	634
2	575
10	73
0	150
172	0
83	1391
140	1357
38	1203
364	347
29	237
0	640
10	618
0	640
27	0
274	1790
2	1389
95	1621
151	1197
0	66
20	65
0	45
18	0
491	0
1	4736
0	4898
0	4791
0	4953
1	166
4	192
36	85
148	1
3	56
0	1258
467	381
18	43
0	43
0	43
499	0
1	19
6	26
11	0
1748	0
239	4540
185	3865
0	4587
0	4169
1967	3356
78	4660
25	4052
2	607
7	3570
0	1501
231	1540
1	1576
58	694
45	271
177	377
17	307
5	143
2	34
1	8
1	0
111	0
3	0
25	0
1	0
1382	0
346	32
0	32
0	3607
25	3607
140	1947
249	714
432	5
70	19
14	79
1	203
53	117
29	148
37	2110
1817	2120
14	199
0	807
1	780
1	747
0	775
49	649
37	547
0	413
225	304
2	124
437	0
1	3
37	3
1	3
1	35
128	35
2089	0
0	2143
0	2665
0	2296
25	1800
193	2678
29	1694
1	1768
9	201
0	2131
39	1228
23	115
184	476
35	574
11	966
46	798
100	0
0	221
2	219
359	377
853	0
37	0
10	0
0	2199
0	1586
40	2120
0	2139
2	42
45	2134
60	0
372	693
172	10635
79	11429
904	9865
0	6407
337	17
2	1015
339	1874
1	3
249	849
94	541
1415	886
15	413
4	0
28	0
418	1851
32	487
102	338
5	1300
227	707
4	3893
12	6654
0	6461
0	5085
11	2651
3	6690
2	1064
16	6051
55	5103
33	4161
20	2371
16	4233
0	6626
57	5102
0	4535
13	5099
0	5803
3	1482
5	672
58	548
19	3920
0	764
81	1561
77	1702
49	873
129	1128
126	1736
5	21
17	293
59	1848
19	658
18	782
2	1286
1	1171
6	1155
2	34
1	12
0	817
0	1357
48	1554
1	1673
0	749
47	557
89	960
336	884
