UniqueCount	AmbigCount
0	765
16	7
0	859
23	0
1	4107
0	571
0	493
0	1468
0	781
13	188
55	144
0	123
5	1371
0	578
8	633
11	51
0	70
8	689
0	661
0	302
150	4375
9	163
2	12
0	665
12	26
11	42
27	348
502	176
0	0
118	296
64	0
1	0
65	3
57	734
2	1039
5	1182
14	1041
7	819
0	623
148	440
399	23
0	1555
0	492
182	253
0	518
0	661
64	259
595	123
95	254
0	113
11	81
0	11
0	1185
120	0
7	936
0	653
0	893
0	596
0	119
345	234
1	39
11	588
8	305
28	228
0	593
8	33
1	0
344	52
1	236
0	23
0	58
825	1793
34	4104
1	417
4	209
8	48
0	62
11	1103
0	1105
1489	605
0	748
99	922
1	907
0	220
1	60
56	159
11	303
4	53
0	1189
15	818
96	297
1	0
63	32
1055	119
0	34
66	4
1	0
1	1
1132	0
0	135
26	2783
222	2548
0	10
14	0
1	0
0	1552
0	985
0	1174
0	1153
42	679
0	465
0	149
1	751
0	666
779	2102
1	579
3	965
0	1052
1	1090
0	178
29	29
85	716
0	612
28	612
119	962
2	0
1	0
2	311
0	979
56	1056
0	720
10	709
0	302
178	791
2	1985
29	1477
36	1465
0	1
2	442
0	13
750	1288
65	38
17	180
1039	8424
9	186
12	8823
1	502
5	9097
1	149
0	9512
1	1939
355	3809
0	522
0	953
1	25
1	427
7	4210
0	4489
10	390
0	1194
1	3624
0	28
5	2887
1	28
19	403
0	102
0	26
41	106
0	245
165	245
2	1
1	0
1	0
1	0
14	0
1	0
1	0
1	65
90	65
6780	3193
1	1601
332	1593
7	1963
100	779
230	17286
153	12095
4	16605
0	14002
16	15036
188	15296
0	13609
1	11792
1	14241
236	14960
127	9732
1	2
1	4677
42	552
1	1521
0	3604
15	2236
2382	4025
1	0
2	488
1615	5
12	182
0	262
68	42
137	234
251	0
27	1491
266	1596
3	1319
30	103
94	394
22	2740
25	1628
111	2740
1	0
65	527
65	438
1	416
16	320
29	375
6	260
92	357
1	0
2	0
0	8114
0	8674
0	8322
0	8882
648	691
0	313
1	103
1	0
2	144
155	1812
0	3
1419	2684
0	2684
0	2673
508	0
2	1043
0	1330
355	0
3364	0
1	1795
0	1801
0	2835
0	2504
2	98
5	1948
0	1973
0	9
0	2128
0	2294
644	2797
0	2471
27	1180
1	421
3	508
0	802
71	626
27	31
132	9
78	0
3	0
1	0
1	0
1	0
94	0
2966	256
1	256
8	490
0	490
262	395
79	143
17	0
24	1
128	513
47	802
19	280
50	502
1	0
1	0
1	0
0	348
0	313
6	251
0	312
0	137
0	82
0	309
19	87
0	36
2430	0
0	3
30	2
1	9
39	99
365	98
152	0
3	4386
0	4415
173	4800
0	2764
123	3491
0	2713
0	2418
763	418
0	2131
3	1959
5	124
709	973
0	423
3	566
5	822
4	0
3	314
307	207
1	367
24	0
3	0
5	0
45	2386
0	2157
220	2548
0	2590
1431	781
1	2207
2	0
7	343
241	2349
20	1503
1	1053
0	1027
10	1
167	435
0	409
9	0
1	171
4	87
2081	1043
0	201
380	0
1	0
0	503
1	184
202	275
8	626
15	90
1	3593
0	5188
12	5151
110	3900
0	1707
0	5025
2	820
0	4701
1	3885
116	3383
0	1544
9	2714
0	5154
1	3843
2	3412
1	3798
0	4714
0	787
2	559
90	442
14	2555
0	577
1	933
114	1856
146	1043
642	1508
0	1381
1	3
2	197
0	1237
156	926
1	687
2	1115
5	939
122	1017
400	829
2	324
0	518
0	583
9	713
52	1690
0	803
23	387
856	1568
0	1135
111	537
15	187
2	212
0	67
0	32
0	118
303	0
96	259
40	262
1	4
7573	0
3	334
33	715
5	168
0	358
0	38
990	649
1	159
24	20
0	8
0	240
0	308
0	316
3	60
0	315
28	676
2	618
25	59
173	1
1	0
7	532
0	499
68	500
20	549
388	38
1	12
5	0
0	8495
359	10231
264	7287
139	5499
22	9548
0	6842
422	6077
74	8415
0	6678
2	4293
138	5343
0	1090
0	985
7	710
3	496
0	2325
1	28
38	819
8	0
11	92
2	1440
0	1211
2	1217
0	1442
0	205
106	213
1	1225
0	1422
60	834
3	8
0	4
1	9
174	0
10	362
133	4
0	359
1090	3
71	1971
0	1978
9	4408
123	4134
3	808
171	295
196	0
15	146
9	34
164	152
131	177
211	384
248	2455
1405	2842
1	13
264	140
4	1
105	115
721	5437
967	5606
3	78
189	3862
266	2427
1	6
0	6
215	10901
1017	11280
0	10102
0	10102
179	367
312	783
4	479
21	90
3	90
42	0
1	28
0	3
23	25
4455	12
10	440
1474	440
1	0
28	0
1	0
1	4
376	16848
10	17471
0	15097
0	17437
1062	17117
4	14238
0	16573
3	1234
82	891
0	14856
4	1131
8	12116
148	1393
274	183
284	3569
0	17028
30	10241
98	1940
0	14882
12	13320
1	99
56	355
0	12043
18	1205
7	178
0	299
1	1328
0	4238
0	3538
17	3371
24	1113
201	977
0	216
75	18
7	80
1	206
11	174
0	68
0	92
4	123
292	61
1	20
0	4682
0	4493
18	3662
14	4340
3	4152
28	3876
44	3883
1	3886
0	601
1	95
42	4152
1	21654
37	22145
0	7476
774	4756
569	41
1	2
0	193
43	6313
3	6347
140	1755
27	4747
6	5836
0	5055
0	5210
0	5690
0	6051
0	5979
0	562
0	816
0	433
0	28
52	965
338	697
8	726
112	595
12	583
0	357
27	15
736	38
229	0
841	5019
115	0
61	5304
9	0
15	90
0	4897
8	5067
7945	16847
32	2463
0	6251
0	2901
3	2001
7	1650
7	1509
6	1107
178	97
5	822
120	867
7	253
16	851
16	92
6	429
46	539
0	345
234	721
14	669
493	516
1	0
58	1866
0	1592
4	1879
5936	858
63	961
1	103
5	298
63	202
60	290
11	295
346	0
0	145
0	148
998	994
991	899
0	151
0	82
78	4
15	33
7	73
1	4
0	2268
122	4891
339	1148
0	1055
1	47
1	3188
163	3104
25	411
108	563
15	36
0	184
84	184
1	2693
15	5987
1	2871
260	4708
46	5926
2	3965
1	1085
268	4684
17	4152
0	3051
1	0
1	5459
6	1577
0	599
10	3463
1	1970
0	2157
0	460
66	3250
