UniqueCount	AmbigCount
5	229
781	282
2	893
57	0
0	315
0	252
0	161
0	2270
0	1195
879	505
8	904
0	707
0	930
0	844
22	1403
3	168
12	10
0	297
0	164
209	1267
2	8603
59	1114
6	137
0	169
1	28
16	43
68	1079
0	29
31	0
82	86
379	0
1	0
2	84
47	858
0	779
49	1098
0	1111
0	957
0	610
948	480
332	10
0	370
0	622
4	194
2	654
1	749
11	284
6	59
61	237
8	112
16	29
0	22
0	36
264	0
0	1700
6	1869
57	1787
2	523
2	622
1	144
63	685
0	675
4	343
346	172
0	525
262	151
8	4
162	45
2	151
50	41
0	148
37	347
1	13015
3	1466
278	393
43	266
0	203
87	808
13	877
23	272
9	449
0	635
131	713
21	245
24	425
1	26
1	68
1	1
0	39
0	466
38	202
9	2
5	69
1	26
0	26
49	0
8	0
1	3
34	0
16	201
165	5404
11536	8883
3	30
1	0
1	0
0	2886
12	1511
0	1988
0	1363
1	1172
1	368
2	166
0	1545
51	1568
88	435
0	1091
0	1562
0	1868
0	1446
675	406
0	297
2	959
0	371
24	371
1	209
17	1
407	0
1	346
0	1091
31	1345
2	829
18	909
0	249
0	812
15	384
12	3194
1159	3184
0	20
94	96
0	3
154	232
89	22
0	150
29	8236
24	690
0	9178
1	259
199	8614
1	86
0	9063
19	1526
3	2498
27	265
26	614
1	286
0	357
0	3244
69	5012
2	182
0	713
159	3336
0	311
11	2691
1	308
27	498
1	602
0	336
8	60
17	888
753	888
20	5
1	229
1	0
358	229
56	0
2	0
20	0
254	210
364	210
770	2170
1145	2101
0	69
3	1628
130	798
25	8435
0	6282
15	8062
0	6887
57	8152
1	7635
0	7597
6	6405
547	8389
1	7051
71	3669
1	0
1	1456
3	122
4	724
133	3138
21	1603
1559	3329
1	0
9	596
215	1
22	378
58	450
34	58
31	157
1	0
8	1791
12	1859
321	1951
2	110
1	316
3	6672
1	2293
847	6672
1	0
326	2856
3	2388
219	2657
452	2162
340	1058
2	784
1	794
1	0
59	0
0	10565
3	10419
0	11010
0	10864
15	412
1	358
36	190
62	0
319	221
90	2328
