UniqueCount	AmbigCount
1	21
128	59
88	384
28	0
158	59
5987	239
0	180
431	210
1	210
4242	0
0	5020
0	5020
29	96
0	96
1762	2660
2	229
1406	320
4	542
0	480
219	2301
2	2038
74	672
120	443
1	76
820	39
11	39
83	99
6	54
209	0
321	57
2	0
7	0
251	38
1353	384
0	569
135	1866
48	1038
70	1707
0	261
1370	1682
1	15
56	20
0	162
13	49
5	162
1	112
422	119
54	43
16	80
157	313
22	315
0	314
0	499
606	0
9	220
18	222
0	297
64	339
84	368
126	451
58	33
318	578
104	687
99	92
0	287
192	0
74	7
354	10
286	0
1	7
0	435
135	0
555	1857
34	1089
3	182
30	156
0	374
0	1027
21	1038
799	541
44	721
12	850
286	924
1	80
1	0
77	321
3	229
85	8
81	511
102	743
71	274
2	0
3460	0
2	25
0	25
64	0
126	0
120	0
4	0
0	435
2507	2199
2096	1130
3	2
1	0
81	0
0	722
5	683
0	864
0	511
2	544
5	253
27	242
5	583
0	605
1	50
0	556
76	745
5	866
4	533
10	66
165	167
491	557
0	9
1	9
1	9
4	0
47	0
88	273
0	575
0	505
10	565
2	536
0	397
14	526
1	9
1	515
1	518
0	1
510	435
0	348
1	87
135	40
4	224
125	7091
173	3847
63	11614
19	839
348	8302
1	71
0	8768
582	2987
14	3424
433	993
0	1608
74	2284
257	827
0	4019
0	3825
4	631
0	1752
41	3898
218	2668
149	3022
37	2654
19	865
0	2868
0	2274
7	106
62	57
0	57
3	0
23	442
79	13
634	426
124	3
7	0
6	0
1794	13
13	13
0	896
508	807
37	89
57	185
29	133
8	2400
1	1560
4	2400
0	2037
0	1892
9	2126
0	1711
53	1621
0	1721
3	1976
400	1858
2	0
1	886
1	98
1	286
0	681
26	372
532	792
1	0
0	122
1	1
24	3409
689	4147
1	395
43	1329
122	0
414	3074
70	2286
135	2096
98	140
20	439
2	2471
11	1502
165	2470
1	0
38	747
177	711
1	579
52	524
0	692
206	684
17	457
1	0
1	0
0	1898
0	1817
0	1784
0	1703
23	71
18	97
41	57
197	0
1	24
262	505
3	1
276	900
3	900
0	895
154	0
96	496
43	515
51	0
9	0
0	4848
420	4341
0	4806
0	4837
2291	3733
8	5179
27	4275
37	824
421	4052
123	2284
40	1515
1	1555
0	882
462	483
2	263
101	876
23	650
1	11
1	43
212	0
1	0
320	0
1	0
1	0
1214	0
4661	397
0	397
65	3539
1	3539
4	1919
424	770
1	0
1	15
56	374
106	759
128	369
1	393
471	239
131	239
1	28
0	6566
88	7950
92	7296
0	7902
1135	4873
1	4488
0	2752
79	1032
1	1250
1	0
2	3
3	0
0	12
137	57
2	47
17	0
21	1300
0	1402
0	1489
1	1059
2	1247
127	1553
1	1128
226	168
0	1084
240	1010
111	122
0	221
0	327
147	335
28	270
1	0
9	329
73	57
295	110
1	0
1	0
21	0
9	1116
0	993
191	1230
0	1238
340	221
1	1066
320	3
127	308
1363	8218
115	7575
3	4321
0	4673
427	10
26	462
27	776
1	0
2337	1732
6	889
189	809
0	248
212	1
13	0
1	35
43	34
53	26
0	37
1	13
2	4343
32	7319
0	6468
11	5004
58	2581
0	6456
0	1417
0	6746
161	4997
43	3972
328	3557
5	4384
0	7274
3	4916
0	4414
40	4718
0	5618
0	1627
27	1157
34	964
1	3613
0	1361
2	1262
25	1210
4	658
2	806
0	1966
53	189
10	277
3	1754
121	896
4	783
1	1528
22	1347
1	1282
43	97
2	32
0	1607
1	2488
175	3781
9	3495
190	1438
61	611
154	729
32	580
