UniqueCount	AmbigCount
1128	2243
1	75
0	620
55	0
0	162
0	582
0	26
0	3862
0	1310
24	15
2	490
0	223
0	1269
0	760
4	1221
37	1231
1	105
62	431
0	74
1	788
248	925
70	650
1	9
0	97
757	343
133	544
1	243
1	85
1	0
133	375
206	0
56	1
1	3
380	746
0	976
73	1547
0	1745
0	1148
0	535
0	665
1	5
0	203
2	616
0	283
1	734
60	765
61	308
2	5
1	458
674	1137
898	286
0	175
0	139
1	0
0	506
0	305
0	288
2	205
0	73
20	80
1	55
0	134
10	144
49	62
0	81
78	27
5	4
1	1
39	430
54	26
0	4
380	818
0	795
70	613
0	95
0	343
0	1705
0	473
16	482
97	223
109	321
0	354
38	1240
186	478
76	80
297	289
5	221
24	4
0	170
0	355
0	137
49	4
1	1
70	10
0	4
1429	0
1	0
1	0
66	0
0	7
27	578
595	2336
22	32
42	0
367	1
0	8131
0	4365
0	5799
162	5189
1	3333
7	708
5	461
19	3837
1	3461
200	1246
0	2667
13	4448
22	4875
146	5152
149	133
1	58
1	2791
0	281
449	281
265	711
1	0
222	0
342	1227
0	3472
167	4505
11	2458
0	2641
0	600
0	2848
0	974
9	6227
2	6160
0	1
137	331
0	89
436	640
0	11
25	53
34	3496
0	998
8	4659
0	109
30	3671
30	129
0	3898
11	975
4	2124
0	113
0	481
77	736
92	343
53	2902
55	2911
4	87
0	502
12	2826
28	785
435	2730
0	778
0	55
0	846
0	728
96	32
50	43
4	43
4	12
56	96
1	2
130	94
1	0
1	0
93	0
1297	17
0	17
105	922
515	876
14	46
1	463
4	178
0	3794
0	2894
4	3832
6	3442
3	3485
263	3822
0	3297
37	2984
0	3305
0	3279
18	1945
55	1
0	1116
10	121
320	513
808	5873
269	2391
852	5774
100	0
0	1117
150	0
205	388
27	389
43	57
0	117
12	0
0	98
1	118
12	120
42	24
0	18
0	1586
11	977
126	1586
1276	0
80	2866
235	2211
1149	2625
65	1912
21	46
3	38
0	35
7	0
53	0
0	12279
0	12151
0	12493
0	12365
0	393
9	451
1	137
1	0
55	185
1425	3518
64	61
27	1238
0	1238
0	1238
494	0
0	499
1	622
1	0
17959	0
7	4390
17	3090
0	4592
0	3398
25	3056
725	5166
10	4716
343	1713
1	3785
0	1197
2	918
0	1201
2	748
0	231
771	635
56	1622
200	1964
473	290
1855	159
12	1
1	0
6	0
1	0
81	0
83	0
97	10
3	10
0	258
0	258
222	257
2	70
1	0
3	0
2	47
3	202
50	146
27	149
1992	580
8	581
49	97
0	1736
0	1769
91	1726
0	1766
5	2547
383	2462
0	642
75	253
0	212
439	0
1	53
326	49
43	52
1	6
9	3
76	0
45	5800
0	6085
36	5708
795	4833
0	4581
0	3240
