UniqueCount	AmbigCount
3	5
25	8
0	9
202	0
994	6
15	867
0	861
195	117
0	117
268	0
712	1219
0	1219
3989	2373
0	2373
2774	2776
434	1389
1	0
4	611
0	219
90	2201
1362	1307
1	550
87	328
308	226
1666	26
3	25
431	170
399	101
116	0
1	108
109	0
4	0
10	3
23	9
17	457
3	1128
6	840
29	1103
0	394
1907	1279
16	19
114	42
15	223
18	100
197	223
0	39
0	42
114	64
116	311
1	474
1	14
0	1
0	442
302	0
1	194
8	272
97	664
1	309
73	109
2	101
19	7
10	353
29	177
13	158
0	437
1	0
1	38
12	0
1	0
508	118
0	52
299	0
369	1087
610	1060
56	299
45	196
0	1367
200	1137
0	1150
934	503
1	792
59	986
8	914
0	304
55	0
1	0
0	6
11	0
9	442
10	616
10	169
1	0
24	0
1215	16
0	16
235	0
35	0
852	0
41	0
22	52
25	749
259	1080
13	2
8	0
1	0
0	5129
0	3942
0	5666
22	3054
51	3856
18	538
0	376
62	4451
0	4189
0	491
4	3545
838	5154
38	5370
101	3350
115	184
157	167
41	2262
0	261
30	261
134	241
116	0
19	0
31	865
0	2358
39	2771
0	2043
0	2088
0	644
109	1995
1	243
33	3495
90	3391
0	1
96	76
0	52
145	24
467	44
97	236
5	3901
0	2012
51	6108
315	256
64	4280
1	91
0	4343
22	1083
136	2248
38	267
29	428
156	1255
70	342
36	2659
65	2815
1	171
0	427
42	2302
26	1313
83	1947
3	1306
13	383
0	1631
0	1247
95	45
252	924
472	924
37	0
831	134
46	27
123	95
321	6
41	6
1	0
5	10
8	10
3	1354
793	1348
1	6
33	609
3	423
6	8548
0	7379
0	8542
1	8075
6	8170
34	8281
0	8013
716	7737
78	8105
11	7422
296	4881
18	0
16	2060
41	129
82	1077
39	1144
1	833
232	1155
4	0
0	101
145	1
342	865
0	1063
5	40
464	785
1	0
93	1679
20	1446
93	1402
0	56
195	811
4	587
0	272
36	587
112	0
1	405
38	306
216	377
0	269
359	1266
17	965
0	914
5	0
1	0
1	3136
0	3000
0	2909
0	2773
15	103
0	129
47	74
10	0
21	58
41	649
74	73
37	121
7	121
0	120
23	0
1	46
0	56
632	0
4	0
1263	9667
56	7196
0	9937
0	8555
4	4954
83	9874
10	8107
0	1096
3	8627
0	4858
787	5313
88	5464
207	2356
2	737
61	1032
0	699
9	64
328	158
240	38
1	0
35	0
1	0
1	0
1	0
86	0
2016	1015
80	1015
0	365
4	365
64	254
87	119
2	0
1	2
2	994
1	2346
0	1116
631	2338
34	345
264	345
1	26
0	5422
21	5550
208	5495
0	5541
3019	7471
37	6845
0	1929
2	772
50	1002
1118	0
121	104
444	63
1	107
91	34
23	26
1127	0
155	4034
0	4860
0	3589
20	2385
6	3150
6	2437
269	2801
0	307
0	3563
185	1946
82	198
0	533
27	1271
22	1258
834	1089
1	0
163	766
82	349
1	566
32	0
285	0
294	0
2	730
0	646
2	731
0	747
247	142
15	694
28	1
124	228
243	1435
1	1214
2	538
0	881
705	15
1	66
17	154
463	3
903	488
3	221
360	254
0	79
33	0
1	0
0	379
195	247
53	131
3	403
2	34
0	7764
1	12241
16	11256
1	9002
4	4269
0	11325
5	2514
172	11180
16	9012
55	6990
202	6006
6	7965
0	12219
47	9109
187	8400
54	8398
0	9862
0	3031
98	2437
713	2419
7	6305
0	3095
5	2306
0	2167
3	1084
20	1398
1	2088
288	621
1	364
40	2578
51	1203
0	1331
33	2348
120	2110
35	1860
52	144
21	55
0	1344
0	1615
70	2384
248	2338
1	788
0	759
193	757
40	588
