UniqueCount	AmbigCount
70	958
1182	390
135	1580
16	0
0	262
0	215
0	204
0	3629
0	1629
6	203
48	123
0	100
970	5904
0	3828
0	204
1	109
1	13
0	381
0	114
10	135
943	4821
1	2022
0	165
0	332
33	33
2	72
20	1164
5	7
57	0
1	22
295	0
7	0
22	130
14	1030
0	1430
130	1867
0	2666
0	1543
0	1055
553	490
20	1
0	211
1	569
6	265
1	693
0	279
1	200
16	46
0	40
100	200
2	415
0	209
0	162
11	0
6	1064
0	741
85	1646
12	800
0	26
0	32
0	14
19	727
1	178
408	336
0	1327
68	31
1	9
42	3
1	73
34	38
0	6
23	325
0	3333
2056	2948
5	265
190	1174
0	217
2	1255
1	1259
2	568
65	835
141	1039
84	843
11	46
4	95
1	35
0	94
1	115
0	198
100	856
0	335
1	19
7	17
76	36
0	1
162	0
1	0
8	0
166	0
0	8
2	2298
4550	6634
0	86
1	0
1	0
0	2825
44	1683
0	1998
37	2350
4	790
1	905
0	225
0	1123
0	1081
282	927
0	710
107	1819
4	1886
0	2416
1590	1066
36	651
14	1433
0	1156
1093	1156
0	293
1	0
32	0
27	573
0	2659
19	2405
5	1876
3	1515
0	802
9	1330
7	852
2	2699
261	2628
0	13
43	148
0	47
1182	254
1	30
0	51
445	3436
1	327
5	3713
1170	341
1	3830
55	221
0	3649
2	814
20	2494
16	359
1	434
0	171
83	423
311	3063
0	2098
2	252
0	418
0	2365
0	215
13	1814
120	214
0	52
0	207
0	173
431	78
170	368
141	368
194	8
1	1
1	0
0	1
4	0
724	0
3	0
1	152
249	152
22	1047
568	1043
0	4
384	622
0	234
0	3988
2	3163
12	3959
113	3467
0	3790
16	3819
0	3680
0	3105
143	3820
1	3423
3	1834
9	0
0	798
1	80
25	361
285	2803
456	1583
94	2812
1	0
18	611
57	1
69	144
0	193
360	206
0	20
6	0
0	2240
1	2391
418	2524
16	175
2	473
0	3933
0	1373
495	3933
1	0
0	21
1	21
1	21
5	21
1	461
11	332
85	436
2	0
1	0
0	16778
0	16339
0	18081
0	17642
191	682
36	757
1	212
44	0
65	299
51	3526
63	69
284	906
0	906
0	902
31	0
106	449
43	506
220	0
3	0
33	1280
85	1170
0	1343
0	1228
726	1041
55	1418
30	1263
0	200
0	1143
0	377
6	368
0	518
1	380
32	85
738	585
1	232
37	287
1	25
82	8
1	0
3581	0
1	0
1	0
7	0
823	0
254	1037
107	1037
7	209
0	209
1	101
1	36
1	0
128	6
0	10
2	41
12	30
3	25
1	1
0	1
1	1
0	1874
0	1629
0	1251
0	1629
1	642
27	425
0	1797
0	462
14	236
3109	0
439	155
31	42
2	154
173	77
111	69
1465	0
0	516
0	708
1	547
0	526
1	489
7	397
1	465
1	46
0	633
0	334
373	234
1	97
0	205
1	224
1	92
308	0
0	44
1	38
215	66
1	0
460	0
1	0
25	3547
0	2584
27	3345
4	3432
1	106
33	3270
1	0
177	779
263	16095
478	16865
0	10713
0	8815
44	16
37	880
1	1594
1	3
1	2243
2	1172
2446	1422
6	792
905	0
22	0
81	350
13	100
303	189
0	311
1	186
0	4367
1	8202
1	7976
0	5981
450	4248
0	8112
15	2121
0	6875
4	5973
0	5432
0	3378
173	4966
0	8137
121	5997
0	5647
0	6164
0	7047
23	1828
275	1778
1	655
20	4856
0	1144
27	2247
481	2760
80	1650
7	1394
1	2019
2	7
7	163
33	2113
3	516
0	868
6	1991
162	1911
310	1902
0	16
94	16
0	1915
0	1128
2	2170
54	1058
5	460
8	864
2	486
105	424
397	2069
0	461
1	759
1	106
2	16
0	3
106	0
16	212
396	305
86	97
37	0
1	12875
2023	14308
1	9174
150	2735
0	1810
82	1460
23	290
2	575
0	44
0	964
46	1204
0	1216
0	406
24	1214
96	1477
0	1282
0	204
14	1
1	0
6	37
0	30
0	29
0	30
1	1
1	7
14	0
0	3496
64	4104
309	3366
70	2347
0	4414
0	3420
0	2505
154	4162
0	3503
0	1692
0	2166
22	672
7	483
5	438
101	454
0	739
42	13
4	261
1	0
1	31
2	2162
80	2036
0	2028
0	2175
27	112
5	91
49	2087
14	1995
2	865
0	119
0	1
2	26
1319	0
642	180
308	16
0	61
78	0
2	166
0	245
3	257
1	225
92	202
114	41
1	0
196	415
1	153
90	330
800	584
71	77
2	11
1	89
169	13
4641	282
0	5
56	263
442	3374
2171	3134
3	171
645	2344
61	1566
1	23
0	22
455	8076
6	7750
0	7393
0	7393
2	6
283	985
1	347
18	78
6	78
1	0
0	237
112	39
306	198
6040	35
9	490
2147	490
34	0
148	0
1	0
1665	3
0	8214
2	8421
0	8520
0	8644
352	8066
1	7270
0	7910
1	30
18	243
3	7417
135	631
23	6958
3	84
1	9
1	1208
0	8267
25	4362
0	729
0	7142
1	6139
31	33
89	150
1	6054
1	336
48	63
0	91
18	726
0	1957
0	1914
224	2001
0	826
366	801
8	3841
12	369
3	1965
381	3321
0	2244
11	1053
132	1478
3	1393
1	191
164	190
963	16284
2	14235
91	11172
0	13678
2	12582
3	11587
89	11602
1	11602
0	1771
1	12
0	372
0	1762
2	1809
0	568
27	415
917	46
1	1
0	2951
156	13828
8	13647
14	3062
29	9663
56	11932
0	8361
0	9786
0	10678
0	11214
0	9853
