UniqueCount	AmbigCount
841	65
361	95
281	79
2	0
134	1
9	17
0	16
1322	1018
41	1018
174	0
1	6
0	6
82	586
0	586
177	366
34	126
223	73
10	600
0	563
32	333
16	1171
7	102
0	11
188	159
2475	176
121	173
54	73
231	144
6	0
602	152
2	0
1132	6
2	31
1	79
8	976
204	1657
356	1741
6	1112
0	316
292	722
24	2
29	27
3	334
18	93
283	334
1	154
487	163
42	21
4	10
1	72
633	50
0	32
0	79
4	0
41	136
0	56
1	273
0	244
9	576
1	858
5	65
15	521
390	1362
302	121
0	307
1	0
195	17
1	0
1	0
20	24
0	87
201	0
116	993
40	118
112	218
80	592
0	125
1	335
3	362
9	136
143	261
0	321
25	317
1	14
671	0
83	72
1	62
2	1
8	79
0	140
8	32
12	0
456	0
33	1
0	1
1898	0
27	0
1325	0
792	0
6	87
1649	1346
710	407
4	0
816	0
1807	6
0	4452
6	3518
0	4734
6	3241
11	2546
12	433
6	392
0	2999
0	3322
0	468
2	2808
1	3888
371	5046
224	3801
347	246
230	343
995	2625
0	41
1	41
31	147
35	0
5	0
7	655
0	2500
157	3253
0	1984
3	2391
0	492
0	2206
445	281
0	3135
23	3119
0	32
542	173
0	63
318	110
13	6
1	92
1470	8212
491	3605
6	12278
601	359
10	8593
0	195
0	9129
325	2031
34	3670
89	387
17	941
12	1642
29	803
1	4805
93	5536
0	255
0	1179
460	5355
176	1948
59	4147
0	1938
0	310
10	2815
0	1695
126	107
490	366
3	366
223	0
1340	113
196	83
0	17
141	6
162	7
1	0
3498	41
6	41
628	243
1	158
5	85
214	597
27	256
20	3525
9	2419
32	3410
40	2821
179	3288
2	3127
0	2899
1	2440
1	2987
5	2739
6	1793
6	0
1	796
118	114
1	312
1	275
0	240
48	286
74	0
0	15
1	0
1	384
75	491
82	80
0	164
211	0
992	5939
345	5244
157	4548
21	192
44	963
0	813
0	767
11	812
193	0
4	336
105	330
3	234
1	221
1	175
54	175
0	121
1	0
116	0
5	11347
0	11453
0	11368
0	11474
1	407
49	599
186	274
5	1
4	171
222	2432
64	48
1	1647
615	1647
0	1580
691	0
2	655
1	737
1628	0
1812	0
45	4935
1140	5674
0	6246
0	5959
29	3481
1	5032
79	5041
3	604
2	4156
0	3034
258	2823
3	2903
624	2163
4	551
758	1161
1	419
1	56
52	38
238	63
602	0
2067	0
1	0
63	0
17	0
1	0
214	27
2	27
3	4550
35	4550
55	2263
1	611
81	4
26	21
0	255
113	494
0	215
6	277
712	243
9	239
39	49
0	4273
1	5127
22	4834
0	5126
266	2412
0	1892
0	2304
1148	1697
1	734
554	0
19	181
1501	176
11	179
28	192
720	191
204	0
0	1824
0	1910
4	1917
12	1410
45	1646
110	1968
0	1468
29	149
0	1480
233	1469
71	129
215	504
202	621
30	438
3	326
29	0
7	442
14	71
1	99
8	0
5	0
11	0
0	2564
0	1881
290	2509
0	2509
9	64
52	2502
5	0
418	848
292	3246
22	3612
0	1547
0	2097
126	3
8	194
6	362
572	0
438	1033
1	710
2	1322
187	2165
38	0
8	0
0	393
1	8
1088	590
0	222
1330	740
94	7480
0	9755
0	9501
4	7496
2	4796
3	9881
42	3681
16	8510
26	7497
1040	6336
596	6684
157	6724
0	9704
1	7451
6	6742
155	7349
0	7930
0	2350
19	1596
44	787
47	5124
0	1135
1	1580
1	1908
86	1144
230	1373
166	3393
37	216
10	345
31	2718
11	703
67	951
19	1925
0	1742
51	1728
0	141
111	44
0	992
8	4145
0	3957
791	3705
197	2119
2	992
0	870
2	691
