UniqueCount	AmbigCount
74	304
17	21
1	974
63	0
1	459
0	394
0	19
0	1611
0	500
176	172
0	91
0	70
820	2156
0	1244
10	1668
591	1957
1	192
10	594
0	14
9	1021
1	2056
0	416
24	88
0	55
196	622
326	928
107	544
2	40
2	0
122	134
255	0
1	3
1	4
464	1274
0	572
0	917
0	681
35	829
0	445
2	975
2	9
0	1335
0	1104
1	268
56	1363
16	508
0	359
35	21
4	24
297	770
46	121
0	42
0	123
1	0
0	1619
7	1978
33	1304
59	253
0	222
39	175
1	154
65	279
10	349
95	83
0	221
0	12
7	3
1	15
0	173
9	51
0	911
830	1798
70	1980
448	688
101	283
11	36
0	1893
3	989
71	1034
342	444
405	831
3	896
45	837
0	30
1	58
505	579
0	64
1	3
0	130
1	535
0	127
315	27
5	1
2	1
0	1
26	0
35	0
81	1
972	0
4	929
1037	2030
325	2479
1	18
4	0
762	3
0	2095
3	1682
0	2129
99	1730
0	1946
128	430
1	230
1	1621
0	1903
35	384
0	2342
1	1696
35	2303
0	1829
0	118
99	91
1	1453
0	323
1	323
1	92
211	1
38	0
1041	1667
0	2323
19	1822
1	2135
35	1537
1	2731
0	2076
49	309
2	1799
93	1770
0	1
109	185
0	1
115	481
33	7
24	82
14	5316
0	1546
119	6967
86	106
21	5105
87	394
0	5492
2	614
9	1405
0	100
0	290
2	342
3	217
0	1891
206	4309
27	89
0	279
1	1887
0	394
1	1634
44	389
0	92
0	1052
0	349
166	19
0	1
2	1
727	32
2	291
970	193
113	98
1	0
34	0
2	0
1	5
5	5
113	1308
707	1293
2	15
8	548
26	378
0	6870
1	5315
0	6880
252	6485
6	6178
80	6684
0	5800
213	5531
29	5830
0	5919
365	4146
18	1
4	2023
3	224
35	806
37	1168
21	778
369	1229
1	0
0	129
1012	2
14	1429
308	1738
40	184
1	551
347	0
227	1117
0	1081
19	921
27	44
1	181
35	387
1	291
14	387
559	0
0	290
61	290
1	215
27	204
0	177
19	126
22	154
23	0
983	0
0	2876
0	2800
0	2814
0	2738
104	122
254	773
150	139
78	0
1	17
301	640
15	19
1	2505
418	2505
0	2454
136	0
6	1003
1	1178
1	0
192	0
26	6403
1692	7178
0	6953
0	7015
1169	5585
6	6419
8	6173
0	796
114	4531
1	2171
23	1814
0	1879
44	1129
6	365
325	508
22	389
0	160
8	9
138	8
70	0
1	0
28	0
1	0
1	0
35	0
3631	1013
75	1013
3	560
0	560
73	465
333	330
238	5
13	1
32	87
1	160
47	79
0	89
83	23
0	23
1	2
0	1533
1	1258
10	1260
0	1256
1465	3322
2	3015
0	540
0	200
1	62
1	0
0	39
41	12
147	62
21	42
55	32
15	0
0	2369
0	2643
83	2486
