UniqueCount	AmbigCount
2	154
17	6
51	961
404	0
0	275
0	317
0	220
0	874
0	709
0	134
3	25
0	21
3	34
0	19
2059	2313
0	419
140	71
425	2612
0	2046
0	1765
156	1617
0	674
0	117
0	138
1	45
1	117
1	978
1	29
1	0
69	86
204	0
1	2
24	1
245	946
0	1548
1	5269
9	3158
501	5557
0	1206
2	4013
424	28
0	937
0	1284
505	727
17	1911
0	224
4	204
6	31
38	106
1040	928
244	144
0	7
0	413
53	0
0	675
1	524
26	584
1	282
2	776
1	254
88	299
125	498
16	553
2	81
0	363
1	0
3	2
1	7
0	2
17	8
0	23
681	1673
1	1144
0	1269
1	568
34	344
0	643
12	1711
1	1713
1721	979
347	1373
0	1460
171	2059
0	107
9	90
1	146
26	918
119	22
0	423
74	1260
46	406
155	35
4	7
1	24
0	1
32	0
1	0
1	4
172	0
1	42
123	845
8489	9223
6	426
1	0
292	2
0	8867
3	2429
0	3265
1	4253
18	1787
299	867
25	689
0	2200
0	2127
1	961
0	1527
14	2941
9	2987
102	4253
1	118
1	198
1	2012
0	153
2	153
137	454
170	1
1	0
706	1376
0	2986
2	3939
28	1991
1	1941
0	558
14	2317
630	938
16	9016
1928	8944
0	8
1066	508
0	15
3301	1171
155	55
0	178
0	3107
6	373
0	3905
432	255
0	3621
1	63
0	3607
32	1545
319	3496
0	281
1	429
0	62
51	586
0	3954
0	2376
0	186
0	634
333	3687
1	120
3	2700
4	118
34	562
1	181
0	69
77	98
1	17
13	17
1	26
2	47
12	3
53	35
802	10
1	0
1	0
1181	82
96	82
934	926
288	622
60	304
10	309
46	218
6	4077
0	2886
0	4086
0	3495
0	3352
10	3641
0	3166
101	2939
4	3123
3	3394
614	3081
13	2
0	1416
232	143
1	530
0	185
0	150
35	183
1	0
0	21
102	1
7	1380
78	1906
1122	613
678	1208
122	0
34	1145
4	1152
52	1137
4	18
376	798
53	3086
0	1096
187	3086
1	0
0	2177
166	1886
569	1985
234	1664
0	8
0	7
1	4
1	0
1	0
0	2592
2	2759
0	2390
0	2557
0	90
24	153
233	171
67	0
282	157
0	465
1	0
229	795
2	795
0	795
3	0
187	513
1	335
53	0
7	0
199	1877
3	1569
0	1951
0	1749
885	1364
8	1992
10	1650
17	321
10	1482
0	875
10	712
6	753
321	716
19	136
16	227
178	1543
37	1322
5	14
318	58
241	0
1	0
1	0
1	0
2	0
1	0
681	383
27	383
1	2000
5	2000
331	1810
1378	1439
1	0
348	22
11	21
0	22
1	1
0	12
187	813
652	818
0	102
1	1692
3	1702
1	1391
0	1697
0	629
6	474
0	1257
52	362
3	280
125	0
830	312
20	99
1	296
29	7
6	5
4	0
0	1371
0	1445
7	1417
6	1037
0	1297
27	1117
353	1350
26	130
0	1111
0	707
2	66
6	176
22	362
73	384
21	313
1	0
1	299
48	130
585	239
1	0
453	0
1	0
0	3457
0	2455
1	3221
1	3244
152	129
113	3426
128	2
458	1006
5303	19535
2	15696
0	9910
0	10589
7	0
210	1242
1	1905
3	4
1	2284
28	1244
6	2920
0	254
1	0
38	0
0	13
7	12
0	4
0	12
1	1
2	2916
4	5623
0	5305
168	3895
0	2229
0	5274
1	1134
8	4347
0	3869
688	3210
1	2179
41	3320
0	5575
2	3808
15	3415
1	4036
0	4761
141	1902
27	771
0	498
10	3392
0	709
0	1094
0	972
127	683
78	630
2	1351
2	8
17	193
16	1555
0	392
11	621
12	1465
6	1328
317	1488
43	101
74	54
0	1138
0	1413
2	1883
2	1456
6	733
116	727
1	899
383	825
262	1325
1	299
0	477
1	222
40	155
0	1
1	0
825	2751
1247	2911
6	181
155	0
0	460
12	578
0	129
91	396
0	278
44	140
812	130
1	3
0	1
0	239
1	542
0	580
2	406
42	580
0	86
0	73
317	465
2	8
32	0
2	1124
16	994
180	1001
0	994
73	9
79	126
1	0
0	2475
0	4431
2	2963
0	1644
0	4841
4	3046
1	1807
196	5296
0	3759
0	1800
406	3900
1	630
6	582
4	522
0	427
0	1538
222	23
1	726
1	0
1518	165
0	1602
0	1334
0	1335
0	1606
0	214
0	136
2	1383
357	1830
12	665
19	152
7	124
639	144
597	0
0	28
138	8
0	8
1	0
0	491
40	545
17	771
1	500
35	178
62	48
2	0
1	115
7	3
190	128
10	106
1	2
1	7
0	9
25	2
4621	252
13	13
56	234
3	92
11	92
21	70
1	10
2	4
602	43
0	43
0	365
0	429
0	382
0	382
99	70
0	12
183	32
344	3189
260	3189
1032	0
0	165
2	1
267	164
97	12
143	209
9	209
3476	0
2	0
30	0
15	0
22	12412
0	12719
0	11379
0	13199
75	14128
0	11431
0	12296
23	95
0	332
0	11695
1	331
0	9212
10	109
36	27
0	1684
0	13720
12	8319
1	966
0	11357
157	9878
54	39
171	210
4	9977
114	1124
902	155
657	1950
1079	2165
0	3120
0	2786
10	2593
39	1114
1	761
0	195
446	62
50	167
5	185
1	99
3	71
32	92
3	81
35	14
67	20
6	4348
80	4710
0	3635
0	4046
0	3986
78	3522
0	3516
2	3522
0	648
12	10
5	710
0	1478
6	1296
0	375
18	427
1562	68
0	1
0	153
4	6165
0	5726
1	1113
2	4491
1	5576
0	5422
0	5095
0	5800
0	6246
0	6766
6	274
0	592
0	348
0	9
1	840
68	225
5	298
0	340
68	636
152	670
84	16
159	8
226	0
2	3987
3	0
0	43
1	0
1	1
0	1294
0	1303
45	884
3	28
0	712
0	583
3	2942
6	2564
14	2191
45	1716
111	77
0	1300
63	583
0	345
2	1377
1005	862
0	269
0	807
3	640
609	1139
4	1019
3	541
32	0
0	1216
25	1168
11	1272
3875	518
26	602
2	76
12	126
17	50
3	21
7	33
1	0
0	335
74	336
719	276
3	49
5	1034
108	1091
1421	118
0	377
0	165
1	90
49	11534
399	14854
72	8168
342	8411
1	153
601	5021
3	4721
1	543
1	1260
1745	298
86	27
0	27
77	2508
13	6109
0	2754
3	3956
0	5370
6	3715
1	808
0	4920
720	5275
0	3018
140	0
25	5941
1	1800
4	877
93	3370
0	1807
0	1380
0	623
0	3514
1	0
1	0
2	1671
49	468
11	17
19	12
145	12
1	0
9	1628
317	291
6	1530
1	780
356	1217
0	1037
58	1205
0	1079
23	567
4	1229
170	1147
0	613
964	739
1	876
387	250
16	487
1	129
2	324
153	345
294	45
1	1
1075	0
1	0
0	262
1	289
3	569
31	609
0	173
30	259
0	127
0	254
129	420
65	751
7	221
0	99
0	311
23	27
861	0
119	0
16120	76
96	0
1	1
1	75
14	146
21	301
452	5986
2995	6783
1	4868
33	247
21	673
1	297
111	1770
147	2990
3009	396
1	282
4	112
14	0
1686	2
0	2
1772	0
2	747
0	25
0	1456
90	712
212	0
5	718
26	583
2099	927
5	123
0	448
0	236
0	268
1	261
0	178
53	173
1452	131
11	58
1	1
1	0
452	9276
1	8074
0	8334
0	9088
0	6649
1	5849
546	5228
110	0
1	0
0	10178
145	8769
10	7431
0	9857
0	1096
1	332
4	24
1	2
29	1311
56	2478
93	220
2	0
11	59
1	0
14	29
0	29
1	95
101	49
153	1310
0	11
31	104
2070	1188
7	861
0	899
6	925
5	893
30	1107
0	1466
1	343
6	643
0	773
783	897
1	1194
0	631
0	78
113	423
1	0
0	70
1	3
1	0
0	811
0	582
7	2827
0	2349
0	2921
50	2649
5	896
0	2615
87	1192
0	248
0	152
0	256
0	2277
1	91
0	2172
2	357
94	1793
0	988
0	1460
52	852
1838	852
336	365
9	187
165	0
1	0
1	2617
0	2617
54	0
1	0
1	0
40	0
1	0
258	491
23	491
170	0
0	2740
1	1674
215	635
272	2770
534	3439
0	731
6	2851
1284	116
1	41
0	131
22	17336
325	1322
483	20898
144	21201
0	16469
69	14583
41	0
0	14602
13	2608
47	0
16	0
5	0
400	0
93	0
283	0
1	0
814	2213
1	2213
1	2166
110	419
17	303
2	549
2	1472
1	0
121	1121
77	870
56	54
114	1005
0	94
9	109
68	37
7	0
56	0
785	2918
0	2918
3	361
9	366
1	30
7	293
4	75
6	89
1	45
0	211
11	306
29	32
0	21810
206	20451
0	6910
0	21057
0	20576
0	5411
0	4930
0	6602
0	6516
0	21450
18	4202
104	69
2	5670
13	3119
105	0
1	0
1	2762
0	3626
0	11808
0	14208
0	13589
2	17663
0	10067
1	851
0	12315
1	249
0	12165
5	12631
146	14931
21	14055
0	5766
0	7589
0	10587
30	10251
71	9736
35	12068
0	8322
0	613
60	3563
0	886
2	11272
254	11642
231	1566
0	10681
57	349
0	1
25	494
2	1900
474	1927
24	469
3	181
0	430
4	1
1	321
77	321
54	9
1	0
6	0
441	1964
310	414
20	281
369	348
160	273
130	154
48	811
197	148
44	239
1	30
0	260
0	155
0	2890
0	2846
24	2601
360	2976
1	2806
2	2829
48	2787
1	2876
13	118
276	186
0	272
52	329
1	313
12	338
4	380
1	92
2337	3166
1664	3033
5	307
95	22
5002	7
216	632
2	1891
442	1835
57	1397
81	1294
1	86
600	240
114	240
1	0
282	0
0	4297
77	4777
0	6150
8	6649
0	1598
1	2639
0	2085
1	4702
4	2100
1	1329
5	5477
7	2951
0	4186
320	0
23	0
1	742
0	181
0	748
23	31
0	735
113	858
1	7
4	24
1	38
1	38
101	38
974	9306
3	9306
1113	0
6	0
24	0
118	0
57	83
2	99
12	91
5	0
2	0
43	0
6	0
1	0
1	0
1	0
201	1217
0	1213
16	11451
63	15804
43	17667
4	11970
1	18
1	57
3881	157
0	16662
1674	1398
44	2895
0	3383
163	45769
0	45710
24	45389
578	481
2	522
26	130
8	354
152	55
1	2124
45	284
22	1656
1589	45607
170	4889
115	127
0	10877
0	42849
52	1323
4	17629
0	45188
4	1062
226	45820
1	3796
0	1464
0	12139
0	44015
96	617
0	1127
68	40995
3	574
3	9
0	45050
1387	45323
227	11981
4	12034
1	1237
312	0
0	41306
1	256
0	12202
184	28200
1638	22
315	0
0	2640
2	36521
2	35870
0	37432
2	111
0	69
5	126
0	107
1	81
8	5
136	18
487	532
3056	596
2	1035
60	347
102	311
308	592
12	617
231	0
256	65
23	2991
0	69
3913	571
976	2701
14	107
1	0
28	742
318	370
1	2666
29	5
1	2685
684	2671
0	3
0	2
0	3
133	0
